# Метеостанция Храброво / им. императрицы Елизаветы Петровны (аэропорт), Россия, METAR=UMKK, выборка с 21.05.2021 по 27.05.2022, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/metar.php?metar=UMKK&lang=ru
#
"Местное время в Храброво / им. императрицы Елизаветы Петровны (аэропорт)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"01.07.2021 06:00";"17.0";"754.2";"755.4";"100";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"17.0";
"01.07.2021 05:30";"16.0";"754.2";"755.4";"94";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"6.0";"15.0";
"01.07.2021 05:00";"15.0";"754.2";"755.4";"100";"Ветер, дующий с юго-востока";"2";"";"Дымка,поземный туман";"";"Нет существенной облачности";"5.0";"15.0";
"01.07.2021 04:30";"15.0";"754.2";"755.4";"94";"Ветер, дующий с юго-востока";"2";"";"Дымка,поземный туман";"";"Нет существенной облачности";"2.2";"14.0";
"01.07.2021 04:00";"15.0";"754.2";"755.4";"100";"Ветер, дующий с юго-востока";"2";"";"Дымка,поземный туман";"";"Нет существенной облачности";"7.0";"15.0";
"01.07.2021 03:30";"16.0";"754.2";"755.4";"94";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"9.0";"15.0";
"01.07.2021 03:00";"16.0";"754.2";"755.4";"94";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"15.0";
"01.07.2021 02:30";"17.0";"754.2";"755.4";"94";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"9.0";"16.0";
"01.07.2021 02:00";"16.0";"754.2";"755.4";"94";"Ветер, дующий с юго-востока";"2";"";"";"";"Нет существенной облачности";"9.0";"15.0";
"01.07.2021 01:30";"18.0";"754.2";"755.4";"94";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"17.0";
"01.07.2021 01:00";"17.0";"754.2";"755.4";"100";"Ветер, дующий с юго-юго-запада";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"17.0";
"01.07.2021 00:30";"18.0";"754.2";"755.4";"100";"Ветер, дующий с юга";"2";"";"";"";"Рассеянная (40-50%) 1470 м";"10.0 и более";"18.0";
"01.07.2021 00:00";"19.0";"754.3";"755.4";"94";"Ветер, дующий с юго-запада";"2";"";"";"";"Рассеянная (40-50%) 1350 м";"10.0 и более";"18.0";
"30.06.2021 23:30";"19.0";"754.3";"755.4";"94";"Ветер, дующий с западо-юго-запада";"2";"";"";"";"Разорванная (60-90%) 1290 м";"10.0 и более";"18.0";
"30.06.2021 23:00";"21.0";"754.3";"755.4";"83";"Ветер, дующий с юго-юго-запада";"3";"";"";"";"Разорванная (60-90%) 1230 м, кучево-дождевые облака";"10.0 и более";"18.0";
"30.06.2021 22:30";"21.0";"754.3";"755.4";"88";"Ветер, дующий с юго-юго-запада";"4";"";"";"";"Разорванная (60-90%) 1170 м, кучево-дождевые облака";"10.0 и более";"19.0";
"30.06.2021 22:00";"23.0";"754.3";"755.4";"74";"Ветер, дующий с юго-юго-запада";"4";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Разорванная (60-90%) 1110 м, кучево-дождевые облака";"10.0 и более";"18.0";
"30.06.2021 21:30";"23.0";"754.3";"755.4";"83";"Ветер, дующий с востока";"3";"";"";"";"Рассеянная (40-50%) 1200 м, кучево-дождевые облака";"10.0 и более";"20.0";
"30.06.2021 21:00";"23.0";"754.3";"755.4";"83";"Ветер, дующий с востоко-северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"20.0";
"30.06.2021 20:30";"24.0";"754.3";"755.4";"78";"Ветер, дующий с северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"20.0";
"30.06.2021 20:00";"24.0";"753.5";"754.6";"74";"Ветер, дующий с северо-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"19.0";
"30.06.2021 19:30";"25.0";"753.5";"754.6";"65";"Ветер, дующий с востоко-северо-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"18.0";
"30.06.2021 19:00";"25.0";"753.5";"754.6";"61";"Ветер, дующий с востоко-северо-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"17.0";
"30.06.2021 18:30";"26.0";"753.5";"754.6";"58";"Ветер, дующий с северо-северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"17.0";
"30.06.2021 18:00";"27.0";"753.5";"754.6";"58";"Ветер, дующий с северо-северо-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"18.0";
"30.06.2021 17:30";"27.0";"754.3";"755.4";"54";"Ветер, дующий с северо-северо-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"17.0";
"30.06.2021 17:00";"27.0";"754.3";"755.4";"51";"Ветер, дующий с северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"16.0";
"30.06.2021 16:30";"27.0";"754.3";"755.4";"54";"Ветер, дующий с северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"17.0";
"30.06.2021 16:00";"25.0";"754.3";"755.4";"61";"Ветер, дующий с северо-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"17.0";
"30.06.2021 15:30";"26.0";"754.3";"755.4";"54";"Ветер, дующий с северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"16.0";
"30.06.2021 15:00";"27.0";"754.3";"755.4";"51";"Ветер, дующий с северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"16.0";
"30.06.2021 14:30";"26.0";"754.3";"755.4";"51";"Ветер, дующий с востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"15.0";
"30.06.2021 14:00";"27.0";"755.1";"756.2";"51";"Ветер, дующий с востоко-северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"16.0";
"30.06.2021 13:30";"26.0";"755.1";"756.2";"51";"Ветер, дующий с востоко-северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"15.0";
"30.06.2021 13:00";"26.0";"755.1";"756.2";"54";"Ветер, дующий с востоко-северо-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"16.0";
"30.06.2021 12:30";"25.0";"755.1";"756.2";"61";"Ветер, дующий с северо-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"17.0";
"30.06.2021 12:00";"27.0";"755.1";"756.2";"51";"Ветер, дующий с востоко-северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"16.0";
"30.06.2021 11:30";"26.0";"755.1";"756.2";"42";"Ветер, дующий с востоко-северо-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"30.06.2021 11:00";"27.0";"755.8";"756.9";"42";"Ветер, дующий с востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"30.06.2021 10:30";"26.0";"755.1";"756.2";"42";"Ветер, дующий с востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"30.06.2021 10:00";"25.0";"755.8";"756.9";"51";"Ветер, дующий с востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"30.06.2021 09:30";"24.0";"755.8";"756.9";"57";"Ветер, дующий с востоко-юго-востока";"3";"";"";"";"Нет существенной облачности";"9.0";"15.0";
"30.06.2021 09:00";"23.0";"755.8";"756.9";"61";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";"Нет существенной облачности";"9.0";"15.0";
"30.06.2021 08:30";"22.0";"755.8";"756.9";"69";"Ветер, дующий с востока";"3";"";"";"";"Нет существенной облачности";"9.0";"16.0";
"30.06.2021 08:00";"21.0";"755.8";"756.9";"78";"Ветер, дующий с востока";"3";"";"";"";"Нет существенной облачности";"9.0";"17.0";
"30.06.2021 07:30";"20.0";"755.8";"756.9";"83";"Ветер, дующий с востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"17.0";
"30.06.2021 07:00";"19.0";"755.8";"756.9";"88";"Ветер, дующий с востоко-юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"17.0";
"30.06.2021 06:30";"18.0";"755.7";"756.9";"88";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"16.0";
"30.06.2021 06:00";"16.0";"755.7";"756.9";"94";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"15.0";
"30.06.2021 05:30";"14.0";"755.7";"756.9";"94";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"30.06.2021 05:00";"14.0";"755.7";"756.9";"100";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"30.06.2021 04:30";"13.0";"755.7";"756.9";"94";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"30.06.2021 04:00";"12.0";"755.7";"756.9";"100";"Ветер, дующий с юго-юго-востока";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"30.06.2021 03:30";"11.0";"755.7";"756.9";"100";"Ветер, дующий с юго-юго-востока";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"11.0";
"30.06.2021 03:00";"12.0";"755.7";"756.9";"94";"Ветер, дующий с юго-юго-востока";"2";"";"";"";"Нет существенной облачности";"9.0";"11.0";
"30.06.2021 02:30";"11.0";"755.7";"756.9";"100";"Ветер, дующий с юго-востока";"1";"";"";"";"Нет существенной облачности";"8.0";"11.0";
"30.06.2021 02:00";"12.0";"756.5";"757.7";"100";"Ветер, дующий с востоко-юго-востока";"1";"";"Частичный (охватывающий часть аэродрома) туман";"";"Нет существенной облачности";"8.0";"12.0";
"30.06.2021 01:30";"12.0";"756.5";"757.7";"94";"Штиль, безветрие";"0";"";"Дымка";"";"Нет существенной облачности";"9.0";"11.0";
"30.06.2021 01:00";"12.0";"756.5";"757.7";"100";"Переменное направление";"1";"";"";"";"Незначительная (10-30%) 60 м";"8.0";"12.0";
"30.06.2021 00:30";"12.0";"756.5";"757.7";"100";"Штиль, безветрие";"0";"";"";"";"Незначительная (10-30%) 60 м";"10.0 и более";"12.0";
"30.06.2021 00:00";"13.0";"756.5";"757.7";"94";"Штиль, безветрие";"0";"";"Дымка";"";"Нет существенной облачности";"10.0 и более";"12.0";
"29.06.2021 23:30";"14.0";"756.5";"757.7";"94";"Ветер, дующий с юго-юго-запада";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"29.06.2021 23:00";"14.0";"756.5";"757.7";"94";"Ветер, дующий с западо-юго-запада";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"29.06.2021 22:30";"15.0";"757.0";"758.2";"100";"Ветер, дующий с юго-запада";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"15.0";
"29.06.2021 22:00";"16.0";"757.0";"758.2";"94";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"15.0";
"29.06.2021 21:30";"17.0";"757.0";"758.2";"94";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"16.0";
"29.06.2021 21:00";"20.0";"756.6";"757.7";"78";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"16.0";
"29.06.2021 20:30";"20.0";"756.6";"757.7";"78";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"16.0";
"29.06.2021 20:00";"22.0";"756.6";"757.7";"69";"Ветер, дующий с северо-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"16.0";
"29.06.2021 19:30";"22.0";"756.6";"757.7";"69";"Ветер, дующий с северо-северо-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"16.0";
"29.06.2021 19:00";"23.0";"757.1";"758.2";"65";"Ветер, дующий с севера";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"16.0";
"29.06.2021 18:30";"23.0";"757.1";"758.2";"65";"Ветер, дующий с севера";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"16.0";
"29.06.2021 18:00";"23.0";"757.1";"758.2";"65";"Ветер, дующий с севера";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"16.0";
"29.06.2021 17:30";"23.0";"757.1";"758.2";"61";"Ветер, дующий с северо-северо-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"15.0";
"29.06.2021 17:00";"24.0";"757.1";"758.2";"61";"Ветер, дующий с севера";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"16.0";
"29.06.2021 16:30";"24.0";"757.1";"758.2";"54";"Ветер, дующий с севера";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"29.06.2021 16:00";"24.0";"757.9";"759.0";"50";"Ветер, дующий с северо-северо-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"29.06.2021 15:30";"24.0";"757.9";"759.0";"44";"Ветер, дующий с северо-северо-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"11.0";
"29.06.2021 15:00";"24.0";"757.9";"759.0";"50";"Ветер, дующий с северо-северо-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"29.06.2021 14:30";"24.0";"757.9";"759.0";"65";"Ветер, дующий с севера";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"17.0";
"29.06.2021 14:00";"24.0";"758.6";"759.7";"65";"Ветер, дующий с севера";"5";"";"";"";"Незначительная (10-30%) 900 м";"10.0 и более";"17.0";
"29.06.2021 13:30";"24.0";"758.6";"759.7";"69";"Ветер, дующий с северо-северо-запада";"5";"";"";"";"Рассеянная (40-50%) 930 м";"10.0 и более";"18.0";
"29.06.2021 13:00";"24.0";"758.6";"759.7";"65";"Ветер, дующий с северо-северо-запада";"5";"";"";"";"Рассеянная (40-50%) 930 м";"10.0 и более";"17.0";
"29.06.2021 12:30";"24.0";"758.6";"759.7";"69";"Ветер, дующий с северо-северо-запада";"5";"";"";"";"Рассеянная (40-50%) 930 м";"10.0 и более";"18.0";
"29.06.2021 12:00";"25.0";"758.6";"759.7";"57";"Ветер, дующий с западо-северо-запада";"4";"";"";"";"Рассеянная (40-50%) 930 м";"10.0 и более";"16.0";
"29.06.2021 11:30";"25.0";"758.6";"759.7";"54";"Ветер, дующий с юго-запада";"2";"";"";"";"Рассеянная (40-50%) 990 м";"10.0 и более";"15.0";
"29.06.2021 11:00";"25.0";"758.6";"759.7";"54";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Рассеянная (40-50%) 960 м";"10.0 и более";"15.0";
"29.06.2021 10:30";"24.0";"758.6";"759.7";"57";"Ветер, дующий с юго-запада";"3";"";"";"";"Незначительная (10-30%) 900 м";"10.0 и более";"15.0";
"29.06.2021 10:00";"23.0";"758.6";"759.7";"65";"Переменное направление";"1";"";"";"";"Незначительная (10-30%) 900 м";"10.0 и более";"16.0";
"29.06.2021 09:30";"23.0";"758.6";"759.7";"61";"Ветер, дующий с юго-юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"15.0";
"29.06.2021 09:00";"22.0";"758.6";"759.7";"65";"Ветер, дующий с юга";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"15.0";
"29.06.2021 08:30";"21.0";"758.6";"759.7";"73";"Ветер, дующий с юго-юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"16.0";
"29.06.2021 08:00";"21.0";"759.4";"760.5";"78";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"9.0";"17.0";
"29.06.2021 07:30";"19.0";"759.3";"760.5";"88";"Ветер, дующий с юго-юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"17.0";
"29.06.2021 07:00";"18.0";"759.3";"760.5";"94";"Ветер, дующий с юга";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"17.0";
"29.06.2021 06:30";"17.0";"759.3";"760.5";"94";"Ветер, дующий с юго-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"16.0";
"29.06.2021 06:00";"16.0";"759.3";"760.5";"94";"Штиль, безветрие";"0";"";"";"";"Рассеянная (40-50%) 120 м";"7.0";"15.0";
"29.06.2021 05:30";"14.0";"759.3";"760.5";"100";"Штиль, безветрие";"0";"";"";"";"Рассеянная (40-50%) 120 м";"7.0";"14.0";
"29.06.2021 05:00";"13.0";"759.3";"760.5";"100";"Штиль, безветрие";"0";"";"Дымка";"";"Рассеянная (40-50%) 120 м";"5.0";"13.0";
"29.06.2021 04:30";"13.0";"759.3";"760.5";"100";"Ветер, дующий с юга";"2";"";"Частичный (охватывающий часть аэродрома) туман, дымка";"";"Рассеянная (40-50%) 120 м";"2.3";"13.0";
"29.06.2021 04:00";"12.0";"759.3";"760.5";"100";"Ветер, дующий с юга";"1";"";"Частичный (охватывающий часть аэродрома) туман";"";"Рассеянная (40-50%) 120 м";"0.7";"12.0";
"29.06.2021 03:30";"11.0";"759.3";"760.5";"94";"Штиль, безветрие";"0";"";"Частичный (охватывающий часть аэродрома) туман, дымка";"";"Рассеянная (40-50%) 120 м";"4.1";"10.0";
"29.06.2021 03:00";"11.0";"759.3";"760.5";"100";"Штиль, безветрие";"0";"";"Частичный (охватывающий часть аэродрома) туман, дымка";"";"Рассеянная (40-50%) 120 м";"2.3";"11.0";
"29.06.2021 02:30";"12.0";"759.3";"760.5";"94";"Штиль, безветрие";"0";"";"Частичный (охватывающий часть аэродрома) туман";"";"Рассеянная (40-50%) 120 м";"8.0";"11.0";
"29.06.2021 02:00";"12.0";"759.3";"760.5";"94";"Штиль, безветрие";"0";"";"";"";"Рассеянная (40-50%) 90 м";"9.0";"11.0";
"29.06.2021 01:30";"13.0";"760.0";"761.2";"100";"Штиль, безветрие";"0";"";"";"";"Незначительная (10-30%) 90 м";"9.0";"13.0";
"29.06.2021 01:00";"14.0";"760.0";"761.2";"100";"Штиль, безветрие";"0";"";"";"";"Незначительная (10-30%) 90 м";"9.0";"14.0";
"29.06.2021 00:30";"14.0";"760.0";"761.2";"100";"Штиль, безветрие";"0";"";"Дымка";"";"Незначительная (10-30%) 90 м";"8.0";"14.0";
"29.06.2021 00:00";"13.0";"760.0";"761.2";"100";"Штиль, безветрие";"0";"";"";"";"Незначительная (10-30%) 60 м";"8.0";"13.0";
"28.06.2021 23:30";"13.0";"760.0";"761.2";"100";"Штиль, безветрие";"0";"";"";"";"Рассеянная (40-50%) 60 м";"7.0";"13.0";
"28.06.2021 23:00";"14.0";"760.0";"761.2";"100";"Ветер, дующий с юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"28.06.2021 22:30";"16.0";"760.0";"761.2";"94";"Ветер, дующий с западо-юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"15.0";
"28.06.2021 22:00";"15.0";"760.0";"761.2";"94";"Ветер, дующий с юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"28.06.2021 21:30";"17.0";"760.0";"761.2";"88";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"15.0";
"28.06.2021 21:00";"20.0";"760.0";"761.2";"78";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"16.0";
"28.06.2021 20:30";"20.0";"760.0";"761.2";"78";"Ветер, дующий с северо-северо-запада";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"16.0";
"28.06.2021 20:00";"20.0";"760.0";"761.2";"78";"Ветер, дующий с северо-северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"16.0";
"28.06.2021 19:30";"21.0";"760.1";"761.2";"73";"Ветер, дующий с северо-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"16.0";
"28.06.2021 19:00";"21.0";"760.1";"761.2";"73";"Ветер, дующий с северо-запада";"4";"";"";"";"Незначительная (10-30%) 600 м";"10.0 и более";"16.0";
"28.06.2021 18:30";"21.0";"760.1";"761.2";"73";"Ветер, дующий с северо-запада";"5";"";"";"";"Незначительная (10-30%) 600 м";"10.0 и более";"16.0";
"28.06.2021 18:00";"22.0";"760.9";"762.0";"69";"Ветер, дующий с северо-запада";"5";"";"";"";"Незначительная (10-30%) 600 м";"10.0 и более";"16.0";
"28.06.2021 17:30";"21.0";"760.9";"762.0";"73";"Ветер, дующий с северо-запада";"6";"";"";"";"Незначительная (10-30%) 600 м";"10.0 и более";"16.0";
"28.06.2021 17:00";"22.0";"760.9";"762.0";"69";"Ветер, дующий с западо-северо-запада";"6";"";"";"";"Рассеянная (40-50%) 600 м";"10.0 и более";"16.0";
"28.06.2021 16:30";"22.0";"760.9";"762.0";"69";"Ветер, дующий с северо-запада";"6";"";"";"";"Рассеянная (40-50%) 630 м";"10.0 и более";"16.0";
"28.06.2021 16:00";"22.0";"760.1";"761.2";"73";"Ветер, дующий с северо-запада";"6";"";"";"";"Рассеянная (40-50%) 660 м";"10.0 и более";"17.0";
"28.06.2021 15:30";"23.0";"760.1";"761.2";"65";"Ветер, дующий с западо-северо-запада";"6";"";"";"";"Рассеянная (40-50%) 690 м";"10.0 и более";"16.0";
"28.06.2021 15:00";"23.0";"760.9";"762.0";"65";"Ветер, дующий с северо-запада";"6";"";"";"";"Рассеянная (40-50%) 720 м";"10.0 и более";"16.0";
"28.06.2021 14:30";"23.0";"760.9";"762.0";"65";"Ветер, дующий с западо-северо-запада";"6";"";"";"";"Рассеянная (40-50%) 720 м";"10.0 и более";"16.0";
"28.06.2021 14:00";"23.0";"760.9";"762.0";"69";"Ветер, дующий с западо-северо-запада";"6";"";"";"";"Рассеянная (40-50%) 690 м";"10.0 и более";"17.0";
"28.06.2021 13:30";"23.0";"760.9";"762.0";"65";"Ветер, дующий с северо-запада";"6";"";"";"";"Рассеянная (40-50%) 750 м";"10.0 и более";"16.0";
"28.06.2021 13:00";"23.0";"760.9";"762.0";"69";"Ветер, дующий с западо-северо-запада";"6";"";"";"";"Рассеянная (40-50%) 720 м";"10.0 и более";"17.0";
"28.06.2021 12:30";"23.0";"760.9";"762.0";"65";"Ветер, дующий с западо-северо-запада";"6";"";"";"";"Рассеянная (40-50%) 630 м";"10.0 и более";"16.0";
"28.06.2021 12:00";"22.0";"760.9";"762.0";"69";"Ветер, дующий с западо-северо-запада";"6";"";"";"";"Рассеянная (40-50%) 660 м";"10.0 и более";"16.0";
"28.06.2021 11:30";"21.0";"760.9";"762.0";"73";"Ветер, дующий с западо-северо-запада";"6";"11";"";"";"Рассеянная (40-50%) 660 м";"10.0 и более";"16.0";
"28.06.2021 11:00";"21.0";"760.9";"762.0";"73";"Ветер, дующий с западо-северо-запада";"5";"";"";"";"Рассеянная (40-50%) 720 м";"10.0 и более";"16.0";
"28.06.2021 10:30";"22.0";"760.9";"762.0";"65";"Ветер, дующий с запада";"5";"";"";"";"Рассеянная (40-50%) 690 м";"10.0 и более";"15.0";
"28.06.2021 10:00";"22.0";"760.9";"762.0";"69";"Ветер, дующий с западо-северо-запада";"6";"";"";"";"Рассеянная (40-50%) 630 м";"10.0 и более";"16.0";
"28.06.2021 09:30";"22.0";"760.9";"762.0";"69";"Ветер, дующий с западо-северо-запада";"5";"";"";"";"Рассеянная (40-50%) 660 м";"10.0 и более";"16.0";
"28.06.2021 09:00";"21.0";"760.9";"762.0";"69";"Ветер, дующий с западо-северо-запада";"5";"";"";"";"Рассеянная (40-50%) 630 м";"10.0 и более";"15.0";
"28.06.2021 08:30";"21.0";"760.9";"762.0";"69";"Ветер, дующий с западо-северо-запада";"5";"";"";"";"Рассеянная (40-50%) 570 м";"10.0 и более";"15.0";
"28.06.2021 08:00";"20.0";"760.0";"761.2";"78";"Ветер, дующий с запада";"5";"";"";"";"Рассеянная (40-50%) 510 м";"10.0 и более";"16.0";
"28.06.2021 07:30";"20.0";"760.0";"761.2";"78";"Ветер, дующий с запада";"4";"";"";"";"Рассеянная (40-50%) 600 м";"10.0 и более";"16.0";
"28.06.2021 07:00";"19.0";"760.0";"761.2";"83";"Ветер, дующий с запада";"4";"";"";"";"Незначительная (10-30%) 600 м";"10.0 и более";"16.0";
"28.06.2021 06:30";"18.0";"760.0";"761.2";"88";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Незначительная (10-30%) 600 м";"10.0 и более";"16.0";
"28.06.2021 06:00";"17.0";"760.0";"761.2";"88";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Незначительная (10-30%) 600 м";"10.0 и более";"15.0";
"28.06.2021 05:30";"15.0";"760.0";"761.2";"94";"Ветер, дующий с западо-юго-запада";"4";"";"";"";"Незначительная (10-30%) 600 м";"10.0 и более";"14.0";
"28.06.2021 05:00";"14.0";"760.0";"761.2";"94";"Ветер, дующий с западо-юго-запада";"4";"";"";"";"Незначительная (10-30%) 600 м";"10.0 и более";"13.0";
"28.06.2021 04:30";"14.0";"760.0";"761.2";"94";"Ветер, дующий с западо-юго-запада";"4";"";"";"";"Незначительная (10-30%) 600 м";"10.0 и более";"13.0";
"28.06.2021 04:00";"15.0";"760.0";"761.2";"94";"Ветер, дующий с западо-юго-запада";"5";"";"";"";"Незначительная (10-30%) 600 м";"10.0 и более";"14.0";
"28.06.2021 03:30";"15.0";"760.0";"761.2";"94";"Ветер, дующий с западо-юго-запада";"4";"";"";"";"Рассеянная (40-50%) 690 м";"10.0 и более";"14.0";
"28.06.2021 03:00";"15.0";"760.0";"761.2";"94";"Ветер, дующий с западо-юго-запада";"4";"";"";"";"Рассеянная (40-50%) 630 м";"10.0 и более";"14.0";
"28.06.2021 02:30";"15.0";"760.0";"761.2";"100";"Ветер, дующий с западо-юго-запада";"4";"";"";"";"Рассеянная (40-50%) 570 м";"10.0 и более";"15.0";
"28.06.2021 02:00";"14.0";"760.8";"762.0";"100";"Ветер, дующий с западо-юго-запада";"4";"";"";"";"Рассеянная (40-50%) 690 м";"10.0 и более";"14.0";
"28.06.2021 01:30";"14.0";"760.8";"762.0";"100";"Ветер, дующий с западо-юго-запада";"4";"";"";"";"Незначительная (10-30%) 900 м";"10.0 и более";"14.0";
"28.06.2021 01:00";"14.0";"760.8";"762.0";"100";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Рассеянная (40-50%) 780 м";"10.0 и более";"14.0";
"28.06.2021 00:30";"15.0";"760.8";"762.0";"94";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Рассеянная (40-50%) 690 м";"10.0 и более";"14.0";
"28.06.2021 00:00";"15.0";"760.8";"762.0";"94";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Рассеянная (40-50%) 660 м";"10.0 и более";"14.0";
"27.06.2021 23:30";"15.0";"760.8";"762.0";"94";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Рассеянная (40-50%) 630 м";"10.0 и более";"14.0";
"27.06.2021 23:00";"15.0";"760.8";"762.0";"94";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Рассеянная (40-50%) 570 м";"10.0 и более";"14.0";
"27.06.2021 22:30";"15.0";"760.8";"762.0";"94";"Ветер, дующий с западо-юго-запада";"4";"";"";"";"Рассеянная (40-50%) 540 м";"10.0 и более";"14.0";
"27.06.2021 22:00";"16.0";"760.8";"762.0";"94";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Рассеянная (40-50%) 510 м";"10.0 и более";"15.0";
"27.06.2021 21:30";"17.0";"760.0";"761.2";"94";"Ветер, дующий с запада";"3";"";"";"";"Рассеянная (40-50%) 540 м";"10.0 и более";"16.0";
"27.06.2021 21:00";"18.0";"760.0";"761.2";"88";"Ветер, дующий с запада";"3";"";"";"";"Рассеянная (40-50%) 510 м";"10.0 и более";"16.0";
